query_time,query,answer,response_0
0.4230428999871947,"What is the status of Chinchilla as of January 12, 2023?","As of January 12, 2023, Chinchilla was still in the testing phase.","activities within the pooling region. This approach is free of hyperparameters and can be combined with other regularization approaches: such as dropout and data augmentation. An alternate view of stochastic pooling is that it is equivalent to standard max pooling but with many copies of an input image: each having small local deformations. This is similar to explicit elastic deformations of the input images: which delivers excellent performance on the MNIST data set. Using stochastic pooling in a multilayer model gives an exponential number of deformations since the selections in higher layers are independent of those below. ==== Artificial data ==== Because the degree of model overfitting is determined by both its power and the amount of training it receives: providing a convolutional network with more training examples can reduce overfitting. Because there is often not enough available data to train: especially considering that some part should be spared for later testing: two approaches are to either generate new data from scratch (if possible) or perturb existing data to create new ones. The latter one is used since mid-1990s. For example: input images can be cropped: rotated: or rescaled to create new examples with the same labels as the original training set. === Explicit === ==== Early stopping ==== One of the simplest methods to prevent overfitting of a network is to simply stop the training before overfitting has had a chance to occur. It comes with the disadvantage that the learning process is halted. ==== Number of parameters ==== Another simple way to prevent overfitting is to limit the number of parameters: typically by limiting the number of hidden units in each layer or limiting network depth. For convolutional networks: the filter size also affects the number of parameters. Limiting the number of parameters restricts the predictive power of the network directly: reducing the complexity of the function that it can perform on the data: and thus limits the amount of overfitting. This is equivalent to a ""zero norm"". ==== Weight decay ==== A simple form of added regularizer is weight decay: which simply adds an additional error: proportional to the sum of weights (L1 norm) or squared magnitude (L2 norm) of the weight vector: to the error at each node. The level of acceptable model complexity can be reduced by increasing the proportionality constant('alpha' hyperparameter): thus increasing the penalty for large weight vectors. L2 regularization is the most common form of regularization. It can be implemented by penalizing the squared magnitude of all parameters directly in the objective. The L2 regularization has the intuitive interpretation of heavily penalizing peaky weight vectors and preferring diffuse weight vectors. Due to multiplicative interactions between weights and inputs this has the useful property of encouraging the network to use all of its inputs a little rather than some of its inputs a lot. L1 regularization is also common. It makes the weight vectors sparse during optimization. In other words: neurons with L1 regularization end up using only a sparse subset of their"
0.4293648000166286,What are dilution and dropout techniques in artificial neural networks?,"Dilution and dropout techniques in artificial neural networks are regularization techniques aimed at reducing overfitting by preventing complex co-adaptations on training data. In these processes, dilution refers to thinning weights, while dropout refers to randomly ""dropping out"", or omitting, units during the training process of a neural network.","industries have developed task-specific GPTs in their respective fields: such as Salesforce's ""EinsteinGPT"" (for CRM) and Bloomberg's ""BloombergGPT"" (for finance). == History == === Initial developments === Generative pretraining (GP) was a long-established concept in machine learning applications. It was originally used as a form of semi-supervised learning: as the model is trained first on an unlabelled dataset (pretraining step) by learning to generate datapoints in the dataset: and then it is trained to classify a labelled dataset.While the unnormalized linear transformer dates back to 1992: the modern transformer architecture was not available until 2017 when it was published by researchers at Google in a paper ""Attention Is All You Need"". That development led to the emergence of large language models such as BERT in 2018 which was a pre-trained transformer (PT) but not designed to be generative (BERT was an ""encoder-only"" model). Also around that time: in 2018: OpenAI published its article entitled ""Improving Language Understanding by Generative Pre-Training:"" in which it introduced the first generative pre-trained transformer (GPT) system (""GPT-1"").Prior to transformer-based architectures: the best-performing neural NLP (natural language processing) models commonly employed supervised learning from large amounts of manually-labeled data. The reliance on supervised learning limited their use on datasets that were not well-annotated: and also made it prohibitively expensive and time-consuming to train extremely large language models.The semi-supervised approach OpenAI employed to make a large-scale generative system—and was first to do with a transformer model—involved two stages: an unsupervised generative ""pretraining"" stage to set initial parameters using a language modeling objective: and a supervised discriminative ""fine-tuning"" stage to adapt these parameters to a target task. === Later developments === Regarding more recent GPT foundation models: OpenAI published its first versions of GPT-3 in July 2020. There were three models: with 1B: 6.7B: 175B parameters: respectively named babbage: curie: and davinci (giving initials B: C: and D).In July 2021: OpenAI published Codex: a task-specific GPT model targeted for programming applications. This was developed by fine-tuning a 12B parameter version of GPT-3 (different from previous GPT-3 models) using code from GitHub.In March 2022: OpenAI published two versions of GPT-3 that were fine-tuned for instruction-following (instruction-tuned): named davinci-instruct-beta (175B) and text-davinci-001: and then started beta testing code-davinci-002. text-davinci-002 was instruction-tuned from code-davinci-002. Both text-davinci-003 and ChatGPT were released in November 2022: with both building upon text-davinci-002 via reinforcement learning from human feedback (RLHF). text-davinci-003 is trained for following instructions (like its predecessors): whereas ChatGPT is further trained for conversational interaction with a human user.OpenAI's most recent GPT foundation model: GPT-4: was released on March 14: 2023. It can be accessed directly by users via a premium version of ChatGPT: and is available to developers for incorporation into other products and services via OpenAI's API. Other producers of GPT foundation models include EleutherAI (with a series of models starting in March 2021) and Cerebras (with seven models released in March 2023). == Foundational models == A foundational model is an AI model trained on broad data at scale such that"
0.44653650000691414,How are weak dilution and strong dilution differentiated in neural networks?,"In neural networks, weak dilution is when the finite fraction of removed connections is small, often adding a small amount of damping noise to the inputs. Conversely, strong dilution refers to when this fraction of removed connections is large, often accompanied by adding a greater amount of damping noise.","to the United States Patent and Trademark Office (USPTO) to seek domestic trademark registration for the term “GPT” in the field of AI. OpenAI sought to expedite handling of its application: but the USPTO declined that request in April 2023. In May 2023: the USPTO responded to the application with a determination that ""GPT"" was both descriptive and generic. As of November 2023: OpenAI continues to pursue its argument through the available processes. Regardless: failure to obtain a registered U.S. trademark does not preclude some level of common-law trademark rights in the U.S.: and/or trademark rights in other countries.For any given type or scope of trademark protection in the U.S.: OpenAI would need to establish that the term is actually “distinctive” to their specific offerings in addition to being a broader technical term for the kind of technology. Some media reports suggested that OpenAI may be able to obtain trademark registration based indirectly on the fame of its GPT-based chatbot product: ChatGPT: for which OpenAI has separately sought protection (and which it has sought to enforce more strongly). Other reports have indicated that registration for the bare term “GPT” seems unlikely to be granted: as it is used frequently as a common term to refer simply to AI systems that involve generative pre-trained transformers. In any event: to whatever extent exclusive rights in the term may occur the U.S.: others would need to avoid using it for similar products or services in ways likely to cause confusion. If such rights ever became broad enough to implicate other well-established uses in the field: the trademark doctrine of descriptive fair use could still preserve some room to continue non-brand-related usage. == Selected bibliography == This section lists the main official publications from OpenAI and Microsoft on their GPT models. GPT-1: report: GitHub release. GPT-2: blog announcement: report on its decision of ""staged release"": GitHub release. GPT-3: report. No GitHub or any other form of code release thenceforth. webGPT: blog announcement: report: InstructGPT: blog announcement: report. ChatGPT: blog announcement (no report). GPT-4: blog announcement: reports: model card. == See also == Cyc Gemini == References == A graph neural network (GNN) belongs to a class of artificial neural networks for processing data that can be represented as graphs. In the more general subject of ""geometric deep learning"": certain existing neural network architectures can be interpreted as GNNs operating on suitably defined graphs. A convolutional neural network layer: in the context of computer vision: can be seen as a GNN applied to graphs whose nodes are pixels and only adjacent pixels are connected by edges in the graph. A transformer layer: in natural language processing: can be seen as a GNN applied to complete graphs whose nodes are words or tokens in a passage of natural language text. The key design element of GNNs is the use of pairwise message passing: such that graph nodes iteratively update their representations by exchanging information with their neighbors. Since their inception: several different GNN architectures have been"
0.38757110000005923,How is dilution related to adding damping noise to inputs?,"Dilution can be used for adding damping noise to the inputs within a neural network. Weak dilution refers to adding a small amount of damping noise, while strong dilution refers to adding a larger amount of damping noise. These can be considered as variants of weight dilution.","types of ""machinic capture"" of human microwork to generate training data: (1) gamification (the embedding of annotation or computation tasks in the flow of a game): (2) ""trapping and tracking"" (e.g. CAPTCHAs for image recognition or click-tracking on Google search results pages): (3) exploitation of social motivations (e.g. tagging faces on Facebook to obtain labeled facial images): (4) information mining (e.g. by leveraging quantified-self devices such as activity trackers) and (5) clickwork.Mühlhoff argues that in most commercial end-user applications of Deep Learning such as Facebook's face recognition system: the need for training data does not stop once an ANN is trained. Rather: there is a continued demand for human-generated verification data to constantly calibrate and update the ANN. For this purpose: Facebook introduced the feature that once a user is automatically recognized in an image: they receive a notification. They can choose whether or not they like to be publicly labeled on the image: or tell Facebook that it is not them in the picture. This user interface is a mechanism to generate ""a constant stream of verification data"" to further train the network in real-time. As Mühlhoff argues: the involvement of human users to generate training and verification data is so typical for most commercial end-user applications of Deep Learning that such systems may be referred to as ""human-aided artificial intelligence"". == See also == Applications of artificial intelligence Comparison of deep learning software Compressed sensing Differentiable programming Echo state network List of artificial intelligence projects Liquid state machine List of datasets for machine-learning research Reservoir computing Scale space and deep learning Sparse coding Stochastic parrot == References == == Further reading == Dilution and dropout (also called DropConnect) are regularization techniques for reducing overfitting in artificial neural networks by preventing complex co-adaptations on training data. They are an efficient way of performing model averaging with neural networks. Dilution refers to thinning weights: while dropout refers to randomly ""dropping out"": or omitting: units (both hidden and visible) during the training process of a neural network. Both trigger the same type of regularization. == Types and uses == Dilution is usually split in weak dilution and strong dilution. Weak dilution describes the process in which the finite fraction of removed connections is small: and strong dilution refers to when this fraction is large. There is no clear distinction on where the limit between strong and weak dilution is: and often the distinction is dependent on the precedent of a specific use-case and has implications for how to solve for exact solutions. Sometimes dilution is used for adding damping noise to the inputs. In that case: weak dilution refers to adding a small amount of damping noise: while strong dilution refers to adding a greater amount of damping noise. Both can be rewritten as variants of weight dilution. These techniques are also sometimes referred to as random pruning of weights: but this is usually a non-recurring one-way operation. The network is pruned: and then kept if it is an improvement over"
0.4279943000001367,How does the dropout technique differ from dilution in terms of implementation?,"The dropout technique can be considered a special case of dilution where the equation is adjusted to remove a whole row in the vector matrix, rather than just random weights. This process doesn’t rely on whether the weights are set to zero, the node is removed, or any other means. The end result remains the same.","and Google's competing chatbot Bard (initially based on their LaMDA family of conversation-trained language models: with plans to switch to PaLM).Yet another kind of task that a GPT can be used for is the meta-task of generating its own instructions: like developing a series of prompts for 'itself' to be able to effectuate a more general goal given by a human user. This is known as an AI agent: and more specifically a recursive one because it uses results from its previous self-instructions to help it form its subsequent prompts; the first major example of this was Auto-GPT (which uses OpenAI's GPT models): and others have since been developed as well. === Multimodality === Generative transformer-based systems can also be targeted to tasks involving modalities beyond text. For example: Microsoft’s “Visual ChatGPT” combines ChatGPT with visual foundation models (VFMs) to enable input or output comprising images as well as text. Also: advances in text-to-speech technology offer powerful tools for audio content creation when used in conjunction with foundational GPT language models. === Domain-specificity === GPT systems can be directed toward particular fields or domains. Some reported examples of such models and apps are as follows: EinsteinGPT – for sales and marketing domains: to aid with customer relationship management (uses GPT-3.5) BloombergGPT – for the financial domain: to aid with financial news and information (uses ""freely available"" AI methods: combined with their proprietary data) Khanmigo – described as a GPT version for tutoring: in the education domain: it aids students using Khan Academy by guiding them through their studies without directly providing answers (powered by GPT-4) SlackGPT – for the Slack instant-messaging service: to aid with navigating and summarizing discussions on it (uses OpenAI's API) BioGPT – for the biomedical domain: to aid with biomedical literature text generation and mining (uses GPT-2)Sometimes domain-specificity is accomplished via software plug-ins or add-ons. For example: several different companies have developed particular plugins that interact directly with OpenAI's ChatGPT interface: and Google Workspace has available add-ons such as “GPT for Sheets and Docs”—which is reported to aid use of spreadsheet functionality in Google Sheets.In November 2023: OpenAI announced that it's enabling ChatGPT Plus subscribers to create custom versions of ChatGPT (being called GPTs). These can be tailored for specific domains via prompt engineering: curated datasets: and/or targeted interaction with external tools. Users who register as verified builders are able to publish their custom GPTs for other users: with monetization potential. (This is notably distinct from OpenAI's API service: as this is based internally within OpenAI's platform.) == Brand issues == OpenAI: which created the first generative pre-trained transformer (GPT) in 2018: has recently asserted that “GPT” should be regarded as a brand of OpenAI. In April 2023: OpenAI revised the brand guidelines in its terms of service to indicate that other businesses using its API to run their artificial intelligence (AI) services would no longer be able to include “GPT” in such names or branding. In May 2023: OpenAI engaged a brand management service to"
0.44543269998393953,Who introduced the dropout technique and who currently holds the patent?,"The dropout technique was first introduced by Geoffrey Hinton and others in 2012 for neural networks. Currently, Google holds the patent for this technique.","the most prominent are as follows: === Conditional GAN === Conditional GANs are similar to standard GANs except they allow the model to conditionally generate samples based on additional information. For example: if we want to generate a cat face given a dog picture: we could use a conditional GAN. The generator in a GAN game generates μG{\displaystyle \mu _{G}}: a probability distribution on the probability space Ω{\displaystyle \Omega }. This leads to the idea of a conditional GAN: where instead of generating one probability distribution on Ω{\displaystyle \Omega }: the generator generates a different probability distribution μG(c){\displaystyle \mu _{G}(c)} on Ω{\displaystyle \Omega }: for each given class label c{\displaystyle c}. For example: for generating images that look like ImageNet: the generator should be able to generate a picture of cat when given the class label ""cat"". In the original paper: the authors noted that GAN can be trivially extended to conditional GAN by providing the labels to both the generator and the discriminator. Concretely: the conditional GAN game is just the GAN game with class labels provided:where μC{\displaystyle \mu _{C}} is a probability distribution over classes: μref(c){\displaystyle \mu _{\text{ref}}(c)} is the probability distribution of real images of class c{\displaystyle c}: and μG(c){\displaystyle \mu _{G}(c)} the probability distribution of images generated by the generator when given class label c{\displaystyle c}. In 2017: a conditional GAN learned to generate 1000 image classes of ImageNet. === GANs with alternative architectures === The GAN game is a general framework and can be run with any reasonable parametrization of the generator G{\displaystyle G} and discriminator D{\displaystyle D}. In the original paper: the authors demonstrated it using multilayer perceptron networks and convolutional neural networks. Many alternative architectures have been tried. Deep convolutional GAN (DCGAN): For both generator and discriminator: uses only deep networks consisting entirely of convolution-deconvolution layers: that is: fully convolutional networks.Self-attention GAN (SAGAN): Starts with the DCGAN: then adds residually-connected standard self-attention modules to the generator and discriminator. Variational autoencoder GAN (VAEGAN): Uses a variational autoencoder (VAE) for the generator. Transformer GAN (TransGAN): Uses the pure transformer architecture for both the generator and discriminator: entirely devoid of convolution-deconvolution layers. Flow-GAN: Uses flow-based generative model for the generator: allowing efficient computation of the likelihood function. === GANs with alternative objectives === Many GAN variants are merely obtained by changing the loss functions for the generator and discriminator. Original GAN: We recast the original GAN objective into a form more convenient for comparison: Original GAN: non-saturating loss: This objective for generator was recommended in the original paper for faster convergence.The effect of using this objective is analyzed in Section 2.2.2 of Arjovsky et al.Original GAN: maximum likelihood: where σ{\displaystyle \sigma } is the logistic function. When the discriminator is optimal: the generator gradient is the same as in maximum likelihood estimation: even though GAN cannot perform maximum likelihood estimation itself.Hinge loss GAN:Least squares GAN:where a:b:c{\displaystyle a:b:c} are parameters to be chosen. The authors recommended a=−1:b=1:c=0{\displaystyle a=-1:b=1:c=0}. === Wasserstein GAN (WGAN) === The Wasserstein GAN modifies"
0.4297082999837585,What is a Feedforward Neural Network (FNN)?,"A feedforward neural network (FNN) is one of two broad types of artificial neural networks, characterized by the direction of the flow of information between its layers. Its flow is uni-directional, meaning that the information in the model flows in only one direction—forward—from the input nodes, through the hidden nodes (if any) and to the output nodes, without any cycles or loops. This is in contrast to recurrent neural networks, which have a bi-directional flow.","caricature groups of people: sometimes in harmful or derogatory ways.Notably: gender bias refers to the tendency of these models to produce outputs that are unfairly prejudiced towards one gender over another. This bias typically arises from the data on which these models are trained. Large language models often assign roles and characteristics based on traditional gender norms. For example: it might associate nurses or secretaries predominantly with women and engineers or CEOs with men. ==== Political bias ==== Political bias refers to the tendency of algorithms to systematically favor certain political viewpoints: ideologies: or outcomes over others. Language models may also exhibit political biases. Since the training data includes a wide range of political opinions and coverage: the models might generate responses that lean towards particular political ideologies or viewpoints: depending on the prevalence of those views in the data. == List == For the training cost column: 1 petaFLOP-day = 1 petaFLOP/sec × 1 day = 8.64E19 FLOP. == See also == Foundation models == Notes == == References == == Further reading == Jurafsky: Dan: Martin: James. H. Speech and Language Processing: An Introduction to Natural Language Processing: Computational Linguistics: and Speech Recognition: 3rd Edition draft: 2023. Phuong: Mary; Hutter: Marcus (2022). ""Formal Algorithms for Transformers"". arXiv:2207.09238 [cs.LG]. Eloundou: Tyna; Manning: Sam; Mishkin: Pamela; Rock: Daniel (2023). ""GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models"". arXiv:2303.10130 [econ.GN]. Eldan: Ronen; Li: Yuanzhi (2023). ""TinyStories: How Small Can Language Models Be and Still Speak Coherent English?"". arXiv:2305.07759 [cs.CL]. Frank: Michael C. (27 June 2023). ""Baby steps in evaluating the capacities of large language models"". Nature Reviews Psychology. 2 (8): 451–452. doi:10.1038/s44159-023-00211-x. ISSN 2731-0574. S2CID 259713140. Retrieved 2 July 2023. Zhao: Wayne Xin; et al. (2023). ""A Survey of Large Language Models"". arXiv:2303.18223 [cs.CL]. Kaddour: Jean; et al. (2023). ""Challenges and Applications of Large Language Models"". arXiv:2307.10169 [cs.CL]. Yin: Shukang; Fu: Chaoyou; Zhao: Sirui; Li: Ke; Sun: Xing; Xu: Tong; Chen: Enhong (2023-06-01). ""A Survey on Multimodal Large Language Models"". arXiv:2306.13549 [cs.CV]. Open LLMs repository on GitHub. A modeling language is any artificial language that can be used to express data: information or knowledge or systems in a structure that is defined by a consistent set of rules. The rules are used for interpretation of the meaning of components in the structure Programing language. == Overview == A modeling language can be graphical or textual. Graphical modeling languages use a diagram technique with named symbols that represent concepts and lines that connect the symbols and represent relationships and various other graphical notation to represent constraints. Textual modeling languages may use standardized keywords accompanied by parameters or natural language terms and phrases to make computer-interpretable expressions.An example of a graphical modeling language and a corresponding textual modeling language is EXPRESS. Not all modeling languages are executable: and for those that are: the use of them doesn't necessarily mean that programmers are no longer required. On the contrary: executable modeling languages are intended to amplify"
0.45539459999417886,What is the main method of training modern feedforward networks?,Modern feedforward networks are trained using the backpropagation method.,"convergence more stable by making the learning rate of the generator lower than that of the discriminator. The authors argued that the generator should move slower than the discriminator: so that it does not ""drive the discriminator steadily into new regions without capturing its gathered information"". They proved that a general class of games that included the GAN game: when trained under TTUR: ""converges under mild assumptions to a stationary local Nash equilibrium"".They also proposed using the Adam stochastic optimization to avoid mode collapse: as well as the Fréchet inception distance for evaluating GAN performances. ==== Vanishing gradient ==== Conversely: if the discriminator learns too fast compared to the generator: then the discriminator could almost perfectly distinguish μGθ:μref{\displaystyle \mu _{G_{\theta }}:\mu _{\text{ref}}}. In such case: the generator Gθ{\displaystyle G_{\theta }} could be stuck with a very high loss no matter which direction it changes its θ{\displaystyle \theta }: meaning that the gradient ∇θL(Gθ:Dζ){\displaystyle \nabla _{\theta }L(G_{\theta }:D_{\zeta })} would be close to zero. In such case: the generator cannot learn: a case of the vanishing gradient problem.Intuitively speaking: the discriminator is too good: and since the generator cannot take any small step (only small steps are considered in gradient descent) to improve its payoff: it does not even try. One important method for solving this problem is the Wasserstein GAN. === Evaluation === GANs are usually evaluated by Inception score (IS): which measures how varied the generator's outputs are (as classified by an image classifier: usually Inception-v3): or Fréchet inception distance (FID): which measures how similar the generator's outputs are to a reference set (as classified by a learned image featurizer: such as Inception-v3 without its final layer). Many papers that propose new GAN architectures for image generation report how their architectures break the state of the art on FID or IS. Another evaluation method is the Learned Perceptual Image Patch Similarity (LPIPS): which starts with a learned image featurizer fθ:Image→Rn{\displaystyle f_{\theta }:{\text{Image}}\to \mathbb {R} ^{n}}: and finetunes it by supervised learning on a set of (x:x′:PerceptualDifference(x:x′)){\displaystyle (x:x':{\text{PerceptualDifference}}(x:x'))}: where x{\displaystyle x} is an image: x′{\displaystyle x'} is a perturbed version of it: and PerceptualDifference(x:x′){\displaystyle {\text{PerceptualDifference}}(x:x')} is how much they differ: as reported by human subjects. The model is finetuned so that it can approximate ‖fθ(x)−fθ(x′)‖≈PerceptualDifference(x:x′){\displaystyle \|f_{\theta }(x)-f_{\theta }(x')\|\approx {\text{PerceptualDifference}}(x:x')}. This finetuned model is then used to define LPIPS(x:x′):=‖fθ(x)−fθ(x′)‖{\displaystyle {\text{LPIPS}}(x:x'):=\|f_{\theta }(x)-f_{\theta }(x')\|}.Other evaluation methods are reviewed in. == Variants == There is a veritable zoo of GAN variants. Some of the most prominent are as follows: === Conditional GAN === Conditional GANs are similar to standard GANs except they allow the model to conditionally generate samples based on additional information. For example: if we want to generate a cat face given a dog picture: we could use a conditional GAN. The generator in a GAN game generates μG{\displaystyle \mu _{G}}: a probability distribution on the probability space Ω{\displaystyle \Omega }. This leads to the idea of a conditional GAN: where instead of generating one probability distribution on Ω{\displaystyle \Omega }: the"
0.43813230001251213,Who first utilized a deep-learning feedforward neural network?,The first deep-learning feedforward network was published by Alexey Grigorevich Ivakhnenko and Valentin Lapa in 1965.,such a unit is often called a filter. Units can share filters. Downsampling layers which contain units whose receptive fields cover patches of previous convolutional layers. Such a unit typically computes the average of the activations of the units in its patch. This downsampling helps to correctly classify objects in visual scenes even when the objects are shifted.In 1969: Kunihiko Fukushima also introduced the ReLU (rectified linear unit) activation function. The rectifier has become the most popular activation function for CNNs and deep neural networks in general.In a variant of the neocognitron called the cresceptron: instead of using Fukushima's spatial averaging: J. Weng et al. in 1993 introduced a method called max-pooling where a downsampling unit computes the maximum of the activations of the units in its patch. Max-pooling is often used in modern CNNs.Several supervised and unsupervised learning algorithms have been proposed over the decades to train the weights of a neocognitron. Today: however: the CNN architecture is usually trained through backpropagation. The neocognitron is the first CNN which requires units located at multiple network positions to have shared weights. Convolutional neural networks were presented at the Neural Information Processing Workshop in 1987: automatically analyzing time-varying signals by replacing learned multiplication with convolution in time: and demonstrated for speech recognition. === Time delay neural networks === The time delay neural network (TDNN) was introduced in 1987 by Alex Waibel et al. for phoneme recognition and was one of the first convolutional networks: as it achieved shift-invariance. A TDNN is a 1-D convolutional neural net where the convolution is performed along the time axis of the data. It is the first CNN utilizing weight sharing in combination with a training by gradient descent: using backpropagation. Thus: while also using a pyramidal structure as in the neocognitron: it performed a global optimization of the weights instead of a local one.. TDNNs are convolutional networks that share weights along the temporal dimension. They allow speech signals to be processed time-invariantly. In 1990 Hampshire and Waibel introduced a variant that performs a two-dimensional convolution. Since these TDNNs operated on spectrograms: the resulting phoneme recognition system was invariant to both time and frequency shifts. This inspired translation invariance in image processing with CNNs. The tiling of neuron outputs can cover timed stages.TDNNs now achieve the best performance in far-distance speech recognition. ==== Max pooling ==== In 1990 Yamaguchi et al. introduced the concept of max pooling: a fixed filtering operation that calculates and propagates the maximum value of a given region. They did so by combining TDNNs with max pooling to realize a speaker-independent isolated word recognition system. In their system they used several TDNNs per word: one for each syllable. The results of each TDNN over the input signal were combined using max pooling and the outputs of the pooling layers were then passed on to networks performing the actual word classification. === Image recognition with CNNs trained by gradient descent === Denker et al. (1989) designed a 2-D CNN system to recognize
0.37270449998322874,What are the functions of the feedforward neural network?,"In a feedforward neural network, information flows in only one direction—forward—from the input nodes, through the hidden nodes (if any) and to the output nodes, without any cycles or loops.","learning hypothesis based on the mechanism of neural plasticity that became known as Hebbian learning. Hebbian learning is unsupervised learning. This evolved into models for long-term potentiation. Researchers started applying these ideas to computational models in 1948 with Turing's B-type machines. Farley and Clark (1954) first used computational machines: then called ""calculators"": to simulate a Hebbian network. Other neural network computational machines were created by Rochester: Holland: Habit and Duda (1956).Rosenblatt (1958) created the perceptron: an algorithm for pattern recognition. With mathematical notation: Rosenblatt described circuitry not in the basic perceptron: such as the exclusive-or circuit that could not be processed by neural networks at the time. In 1959: a biological model proposed by Nobel laureates Hubel and Wiesel was based on their discovery of two types of cells in the primary visual cortex: simple cells and complex cells.Some say that research stagnated following Minsky and Papert (1969): who discovered that basic perceptrons were incapable of processing the exclusive-or circuit and that computers lacked sufficient power to process useful neural networks. However: by the time this book came out: methods for training multilayer perceptrons (MLPs) by deep learning were already known. == First deep learning == The first deep learning MLP was published by Alexey Grigorevich Ivakhnenko and Valentin Lapa in 1965: as the Group Method of Data Handling. This method employs incremental layer by layer training based on regression analysis: where useless units in hidden layers are pruned with the help of a validation set. The first deep learning MLP trained by stochastic gradient descent was published in 1967 by Shun'ichi Amari. In computer experiments conducted by Amari's student Saito: a five layer MLP with two modifiable layers learned useful internal representations to classify non-linearily separable pattern classes. == Backpropagation == The backpropagation algorithm is an efficient application of the Leibniz chain rule (1673) to networks of differentiable nodes. It is also known as the reverse mode of automatic differentiation or reverse accumulation: due to Seppo Linnainmaa (1970). The term ""back-propagating errors"" was introduced in 1962 by Frank Rosenblatt: but he did not have an implementation of this procedure: although Henry J. Kelley had a continuous precursor of backpropagation already in 1960 in the context of control theory. In 1982: Paul Werbos applied backpropagation to MLPs in the way that has become standard. In 1986: David E. Rumelhart et al. published an experimental analysis of the technique. == Recurrent network architectures == Wilhelm Lenz and Ernst Ising created and analyzed the Ising model (1925) which is essentially a non-learning artificial recurrent neural network (RNN) consisting of neuron-like threshold elements. In 1972: Shun'ichi Amari made this architecture adaptive. His learning RNN was popularised by John Hopfield in 1982. == Self-organizing maps == Self-organizing maps (SOMs) were described by Teuvo Kohonen in 1982. SOMs are neurophysiologically inspired artificial neural networks that learn low-dimensional representations of high-dimensional data while preserving the topological structure of the data. They are trained using competitive learning. SOMs create internal representations reminiscent of the cortical homunculus: a"
0.45678619999671355,How does learning occur in a feedforward neural network?,"Learning occurs in a feedforward neural network by changing connection weights after each piece of data is processed. This is based on the amount of error in the output compared to the expected result. This is an example of supervised learning, and is carried out through backpropagation.","cost of (pre-)training (C{\displaystyle C}): size of the artificial neural network itself: such as number of parameters N{\displaystyle N} (i.e. amount of neurons in its layers: amount of weights between them and biases): size of its (pre-)training dataset (i.e. number of tokens in corpus: D{\displaystyle D}): performance after (pre-)training.They are related by simple statistical laws: called ""scaling laws"". One particular scaling law (""Chinchilla scaling"") for LLM autoregressively trained for one epoch: with a log-log learning rate schedule: states that: where the variables are C{\displaystyle C} is the cost of training the model: in FLOPs. N{\displaystyle N} is the number of parameters in the model. D{\displaystyle D} is the number of tokens in the training set. L{\displaystyle L} is the average negative log-likelihood loss per token (nats/token): achieved by the trained LLM on the test dataset.and the statistical hyper-parameters are C0=6{\displaystyle C_{0}=6}: meaning that it costs 6 FLOPs per parameter to train on one token. Note that training cost is much higher than inference cost: where it costs 1 to 2 FLOPs per parameter to infer on one token. α=0.34:β=0.28:A=406.4:B=410.7:L0=1.69{\displaystyle \alpha =0.34:\beta =0.28:A=406.4:B=410.7:L_{0}=1.69} === Emergent abilities === When one subtracts out from the y-axis the best performance that can be achieved even with infinite scaling of the x-axis quantity: large models' performance: measured on various tasks: seems to be a linear extrapolation of other (smaller-sized and medium-sized) models' performance on a log-log plot. However: sometimes the line's slope transitions from one slope to another at point(s) referred to as break(s) in downstream scaling laws: appearing as a series of linear segments connected by arcs; it seems that larger models acquire ""emergent abilities"" at this point(s). These abilities are discovered rather than programmed-in or designed: in some cases only after the LLM has been publicly deployed.The most intriguing among emergent abilities is in-context learning from example demonstrations. In-context learning is involved in tasks: such as: reported arithmetics: decoding the International Phonetic Alphabet: unscrambling a word's letters: disambiguate word in context: converting spatial words: cardinal directions (for example: replying ""northeast"" upon [0: 0: 1; 0: 0: 0; 0: 0: 0]): color terms represented in text. chain-of-thought prompting: Model outputs are improved by chain-of-thought prompting only when model size exceeds 62B. Smaller models perform better when prompted to answer immediately: without chain of thought. identifying offensive content in paragraphs of Hinglish (a combination of Hindi and English): and generating a similar English equivalent of Kiswahili proverbs.Schaeffer et. al. argue that the emergent abilities are not unpredictably acquired: but predictably acquired according to a smooth scaling law. The authors considered a toy statistical model of an LLM solving multiple-choice questions: and showed that this statistical model: modified to account for other types of tasks: applies to these tasks as well.Let x{\displaystyle x} be the number of parameter count: and y{\displaystyle y} be the performance of the model. == Interpretation == Large language models by themselves are ""black boxes"": and it is not clear how they can perform linguistic tasks. There are several methods for understanding"
